ID,GUZERGAH_A,GUZERGAH_K,HAT_ADI,HAT_KODU,DEPAR_NO,DURUM,UZUNLUK,HAT_BASI,HAT_SONU,YON,HAT_ID,SURE,RING_MI,B_NOKTASI,latitude,longitude
3141,YENİKAPI ETKİNLİK ALANI  -  VADİTEPE,76A_D_D0,KİPTAŞ VADİTEPE - YENİKAPI,76A,0,AKTİF,3208868.0,VADİTEPE,YENİKAPI ETKİNLİK ALANI,DÖNÜŞ,177,465802.0,HAYIR,0,41.0510552324711,28.82096122555202
3145,İSTANBUL ÜNİVERSİTESİ - CERRAHPAŞA AVCILAR KAMPÜSÜ  -  CİHANGİR MAHALLESİ,76B_D_D0,AVCILAR CİHANGİR MAHALLESİ - AVCILAR METROBÜS,76B,0,AKTİF,359908.99999999994,CİHANGİR MAHALLESİ,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA AVCILAR KAMPÜSÜ,DÖNÜŞ,235,52245.0,HAYIR,0,40.97947197332785,28.71417838168242
3147,CİHANGİR MAHALLESİ - CERRAHPAŞA AVCILAR KAMPÜSÜ,76B_G_D7744,AVCILAR CİHANGİR MAHALLESİ - AVCILAR METROBÜS,76B,7744,AKTİF,817596.0,CİHANGİR MAHALLESİ,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA AVCILAR KAMPÜSÜ,GİDİŞ,235,118684.0,EVET,123544,40.979792573717376,28.713117897017348
3148,BAKIRKÖY - BÜYÜKÇEKMECE,76C_D_D0,BÜYÜKÇEKMECE - BAKIRKÖY,76C,0,AKTİF,3065716.0,BÜYÜKÇEKMECE,BAKIRKÖY,DÖNÜŞ,234,445023.00000000006,HAYIR,0,40.9991555694376,28.73240389669756
3150,BÜYÜKÇEKMECE -  BAKIRKÖY,76C_G_D7746,BÜYÜKÇEKMECE - BAKIRKÖY,76C,7746,AKTİF,6324219.0,BÜYÜKÇEKMECE,BAKIRKÖY,GİDİŞ,234,91613.0,EVET,131941,40.9991408309984,28.72829170775179
3151,GÜMÜŞSUYU PERON  -  BAHÇEŞEHİR,76D_D_D0,BAHÇEŞEHİR / ESENKENT - TAKSİM,76D,0,AKTİF,3965226.0,BAHÇEŞEHİR,GÜMÜŞSUYU PERON,DÖNÜŞ,233,575598.0,HAYIR,0,41.01014663186987,28.812980015308757
3152,GÜMÜŞSUYU PERON  -  BAHÇEŞEHİR,76D_D_D7691,BAHÇEŞEHİR / ESENKENT - TAKSİM,76D,7691,AKTİF,3957561.0,BAHÇEŞEHİR,GÜMÜŞSUYU PERON,DÖNÜŞ,233,574485.0,HAYIR,0,41.0101476008047,28.812971013111863
3153,BAHÇEŞEHİR  -  GÜMÜŞSUYU PERON,76D_G_D0,BAHÇEŞEHİR / ESENKENT - TAKSİM,76D,0,AKTİF,3926903.0,BAHÇEŞEHİR,GÜMÜŞSUYU PERON,GİDİŞ,233,570036.0,HAYIR,0,41.008883943867936,28.81316514468637
3160,İSTANBUL ÜNİVERSİTESİ - CERRAHPAŞA AVCILAR KAMPÜSÜ  -  SU ÜRÜNLERİ HALİ,76G_D_D0,GÜRPINAR - AVCILAR METROBÜS,76G,0,AKTİF,2037544.0,SU ÜRÜNLERİ HALİ,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA AVCILAR KAMPÜSÜ,DÖNÜŞ,646,295771.00000000006,HAYIR,0,40.99813665603706,28.64541692927407
3161,SU ÜRÜNLERİ HALİ  -  İSTANBUL ÜNİVERSİTESİ - CERRAHPAŞA AVCILAR KAMPÜSÜ,76G_G_D0,GÜRPINAR - AVCILAR METROBÜS,76G,0,AKTİF,1945967.0,SU ÜRÜNLERİ HALİ,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA AVCILAR KAMPÜSÜ,GİDİŞ,646,282481.0,HAYIR,0,40.99735569760461,28.64611785599476
3167,OTOGAR  -  CİHANGİR MAHALLESİ,76O_D_D7459,AVCILAR CİHANGİR MAHALLESİ - OTOGAR,76O,7459,AKTİF,3778349.0,CİHANGİR MAHALLESİ,OTOGAR,DÖNÜŞ,231,548473.0,HAYIR,0,41.03260139577952,28.795757196269463
3168,OTOGAR  -  CİHANGİR MAHALLESİ,76O_D_D7938,AVCILAR CİHANGİR MAHALLESİ - OTOGAR,76O,7938,AKTİF,3567201.0,CİHANGİR MAHALLESİ,OTOGAR,DÖNÜŞ,231,517819.00000000006,HAYIR,0,41.02669629562854,28.802453929717377
3169,CİHANGİR MAHALLESİ  -  OTOGAR,76O_G_D0,AVCILAR CİHANGİR MAHALLESİ - OTOGAR,76O,0,AKTİF,3600406.0,CİHANGİR MAHALLESİ,OTOGAR,GİDİŞ,231,522643.00000000006,HAYIR,0,41.02609914142055,28.79752417391864
3171,CİHANGİR MAHALLESİ  -  OTOGAR,76O_G_D7716,AVCILAR CİHANGİR MAHALLESİ - OTOGAR,76O,7716,AKTİF,3370588.0,CİHANGİR MAHALLESİ,OTOGAR,GİDİŞ,231,489281.0,HAYIR,0,41.02341602051787,28.796040113174037
3177,TEPEKENT SONDURAK  -  HARAMİDERE,76TM_G_D1236,TEPEKENT - HARAMİDERE,76TM,1236,AKTİF,2625451.0,TEPEKENT SONDURAK,HARAMİDERE,GİDİŞ,640,381115.00000000006,HAYIR,0,41.02622204416514,28.56194103058057
3136,OTOGAR - MECİDİYEKÖY AVM,75O_G_D0,OTOGAR - MECİDİYEKÖY,75O,0,AKTİF,2014675.0,OTOGAR,MECİDİYEKÖY AVM,GİDİŞ,237,292454.0,HAYIR,0,41.04793186555848,28.925669421513703
3181,VADİTEPE  -  BAKIRKÖY,76V_G_D0,KİPTAŞ VADİTEPE - BAKIRKÖY,76V,0,AKTİF,3491461.0,VADİTEPE,BAKIRKÖY,GİDİŞ,778,503517.0,HAYIR,0,41.03556108681882,28.766289600429545
3182,VADİTEPE - MECİDİYEKÖY METROBÜS,76V_G_D7542,KİPTAŞ VADİTEPE - BAKIRKÖY,76V,7542,AKTİF,4013305.0,VADİTEPE,BAKIRKÖY,GİDİŞ,778,581169.0,HAYIR,0,41.05843658129098,28.81092924933867
3183,VADİTEPE - VADİTEPE 3.BÖLGE,76V_G_D7778,KİPTAŞ VADİTEPE - BAKIRKÖY,76V,7778,AKTİF,6894869.000000001,VADİTEPE,BAKIRKÖY,GİDİŞ,778,996993.0,EVET,131941,41.04006461226681,28.76707851877551
3189,ŞİŞLİ MERKEZ -  YENİKAPI ETKİNLİK ALANI,77_D_D0,YENİKAPI-ŞİŞLİ,77,0,AKTİF,1314281.0,YENİKAPI ETKİNLİK ALANI,ŞİŞLİ MERKEZ,DÖNÜŞ,76,190782.0,HAYIR,0,41.04125553684285,28.967915652838126
3191,YENİKAPI ETKİNLİK ALANI  -  ŞİŞLİ MERKEZ,77_G_D0,YENİKAPI-ŞİŞLİ,77,0,AKTİF,1275293.0,YENİKAPI ETKİNLİK ALANI,ŞİŞLİ MERKEZ,GİDİŞ,76,185121.0,HAYIR,0,41.03665060726817,28.966857878491325
3192,ŞİŞLİ MERKEZ -  VEZNECİLER,77A_D_D0,VEZNECİLER-ŞİŞLİ,77A,0,AKTİF,1064052.0,VEZNECİLER,ŞİŞLİ MERKEZ,DÖNÜŞ,39,154459.0,HAYIR,0,41.0435590898398,28.970789772909598
3194,VEZNECİLER -  ŞİŞLİ MERKEZ,77A_G_D4220,VEZNECİLER-ŞİŞLİ,77A,4220,AKTİF,2085687.0,VEZNECİLER,ŞİŞLİ MERKEZ,GİDİŞ,39,30276.0,EVET,302801,41.04370414271249,28.97104603460918
3195,VEZNECİLER -  ŞİŞLİ MERKEZ,77A_G_D0,VEZNECİLER-ŞİŞLİ,77A,0,AKTİF,1021635.0,VEZNECİLER,ŞİŞLİ MERKEZ,GİDİŞ,39,148301.0,HAYIR,0,41.04385856428735,28.97131884778776
54543,MECİDİYEKÖY METROBÜS  -  BAŞAKŞEHİR METROKENT,146M_D_D0,METROKENT - MECİDİYEKÖY,146M,0,AKTİF,3113079.0,BAŞAKŞEHİR METROKENT,MECİDİYEKÖY METROBÜS,DÖNÜŞ,52,451898.0,HAYIR,0,41.064322785158645,28.86678102993331
3198,EMİNÖNÜ  -  ÇIKSALIN,77Ç_D_D0,ÇIKSALIN - EMİNÖNÜ,77Ç,0,AKTİF,745753.0,ÇIKSALIN,EMİNÖNÜ,DÖNÜŞ,37,108255.0,HAYIR,0,41.04184036956996,28.964604367011507
3199,ÇIKSALIN - EMİNÖNÜ,77Ç_G_D0,ÇIKSALIN - EMİNÖNÜ,77Ç,0,AKTİF,724625.9999999999,ÇIKSALIN,EMİNÖNÜ,GİDİŞ,37,105188.0,HAYIR,0,41.03813336927031,28.96623142408997
3200,EMİNÖNÜ  -  BAŞAKŞEHİR METROKENT,78_D_D0,METROKENT - EMİNÖNÜ,78,0,AKTİF,2491133.0,BAŞAKŞEHİR METROKENT,EMİNÖNÜ,DÖNÜŞ,510,360294.0,HAYIR,0,41.0615854315842,28.86206745229315
3202,BAŞAKŞEHİR METROKENT  -  EMİNÖNÜ,78_G_D0,METROKENT - EMİNÖNÜ,78,0,AKTİF,3349346.0,BAŞAKŞEHİR METROKENT,EMİNÖNÜ,GİDİŞ,510,486199.00000000006,HAYIR,0,41.059746483675525,28.86291637968456
3203,BAŞAKŞEHİR METROKENT  -  EMİNÖNÜ,78_G_D7731,METROKENT - EMİNÖNÜ,78,7731,AKTİF,3221527.0,BAŞAKŞEHİR METROKENT,EMİNÖNÜ,GİDİŞ,510,467644.0,HAYIR,0,41.06101491951637,28.864698436077752
3204,BAŞAKŞEHİR METROKENT -  EMİNÖNÜ,78_G_D7738,METROKENT - EMİNÖNÜ,78,7738,AKTİF,5790462.0,BAŞAKŞEHİR METROKENT,EMİNÖNÜ,GİDİŞ,510,839233.0,EVET,306031,41.06016680559341,28.86307282465515
54559,HALKALI PARK  -  EMİNÖNÜ MISIR ÇARŞISI,BN1_G_D3936,HALKALI - EMİNÖNÜ,BN1,3936,AKTİF,3392343.0,MEHMETÇİK SOKAK,EMİNÖNÜ MISIR ÇARŞISI,GİDİŞ,581,492437.0,HAYIR,0,40.99362833774127,28.859516731225987
3212,YENİBOSNA METRO  -  FENERTEPE PERONLAR,78B_D_D0,FENERTEPE PERON/BAŞAKŞEHİR - YENİBOSNA METRO,78B,0,AKTİF,2299098.0,FENERTEPE PERONLAR,YENİBOSNA METRO,DÖNÜŞ,509,331766.0,HAYIR,0,41.06921039746782,28.808528417078357
3214,FENERTEPE PERONLAR  -  YENİBOSNA METRO,78B_G_D0,FENERTEPE PERON/BAŞAKŞEHİR - YENİBOSNA METRO,78B,0,AKTİF,2808778.0,FENERTEPE PERONLAR,YENİBOSNA METRO,GİDİŞ,509,407727.00000000006,HAYIR,0,41.06458086084239,28.80951259070384
23546,ESATPAŞA - KADIKÖY,10E_G_D2369,ESATPAŞA - KADIKÖY,10E,2369,AKTİF,1202683.0,ESATPAŞA,KADIKÖY,GİDİŞ,147,174583.0,HAYIR,0,40.9959279877996,29.06439166573216
3222,SU KEMERİ  -  FENERTEPE PERONLAR,78C_G_D6230,YUNUS EMRE MAHALLESİ - FENERTEPE,78C,6230,AKTİF,3005667.0,YUNUS EMRE MAHALLESİ,FENERTEPE PERONLAR,GİDİŞ,711,43497.0,HAYIR,0,41.10025824349615,28.837758602516157
3180,MECİDİYEKÖY METROBÜS  -  VADİTEPE,76V_D_D7543,KİPTAŞ VADİTEPE - BAKIRKÖY,76V,7543,AKTİF,3866298.0,VADİTEPE,BAKIRKÖY,DÖNÜŞ,778,559059.0,HAYIR,0,41.05891708857976,28.816277641402785
3228,FENERTEPE PERONLAR  -  KAYABAŞI KİPTAŞ PERON,78E_G_D0,FENERTEPE PERON/BAŞAKŞEHİR - KAYABAŞI KİPTAŞ,78E,0,AKTİF,3133543.0,FENERTEPE PERONLAR,KAYABAŞI KİPTAŞ PERON,GİDİŞ,754,454872.0,HAYIR,0,41.10876771625676,28.784494410340557
3230,BAŞAKŞEHİR METROKENT  -  FENERTEPE PERONLAR,78F_D_D0,FENERTEPE - BAŞAKŞEHİR - METROKENT,78F,0,AKTİF,4751178.0,FENERTEPE PERONLAR,BAŞAKŞEHİR METROKENT,DÖNÜŞ,597,688553.0,HAYIR,0,41.11742119217075,28.789559158264822
3917,DENİZ HARP OKULU  -  PENDİK,KM13_G_D0,TUZLA - PENDİK METRO/ YHT / PENDİK,KM13,0,AKTİF,2196615.0,DENİZ HARP OKULU,PENDİK,GİDİŞ,951,316354.0,HAYIR,0,40.85149675965059,29.27530761227724
3919,DENİZ HARP OKULU  -  KARTAL METRO,KM13_G_D1592,TUZLA - PENDİK METRO/ YHT / PENDİK,KM13,1592,AKTİF,2320803.0,DENİZ HARP OKULU,PENDİK,GİDİŞ,951,335846.0,HAYIR,0,40.852543958253605,29.27750624653329
3923,SULTANBEYLİ PERONLAR  -  CEMİL MERİÇ İLKOKULU,KM14_D_D0,AHMET YESEVİ - TAVŞANTEPE METRO/ YENİŞEHİR,KM14,0,AKTİF,2391885.0,CEMİL MERİÇ İLKOKULU,SULTANBEYLİ PERONLAR,DÖNÜŞ,1431,345151.00000000006,HAYIR,0,40.8947252214465,29.278891707737667
3924,CEMİL MERİÇ İLKOKULU  -  SULTANBEYLİ PERONLAR,KM14_G_D0,AHMET YESEVİ - TAVŞANTEPE METRO/ YENİŞEHİR,KM14,0,AKTİF,2730072.0000000005,CEMİL MERİÇ İLKOKULU,SULTANBEYLİ PERONLAR,GİDİŞ,1431,395864.0,HAYIR,0,40.892886757609325,29.27512461326909
3926,TAVŞANTEPE METRO - TAVŞANTEPE METRO,KM2_G_D0,KAVAKPINAR-TAVŞANTEPE METRO,KM2,0,AKTİF,1211223.0,TAVŞANTEPE METRO,TAVŞANTEPE METRO,GİDİŞ,1370,175111.0,HAYIR,0,40.88393423514485,29.268895522253445
3929,CEVİZLİ PERONLAR - SÜTÇÜ İMAM CADDESİ,KM21_D_D0,HİLAL KONUTLARI - KARTAL METRO / CEVİZLİ,KM21,0,AKTİF,1779683.9999999998,SÜTÇÜ İMAM CADDESİ,CEVİZLİ PERONLAR,DÖNÜŞ,621,256138.0,HAYIR,0,40.91313026322896,29.22986729210232
3931,SÜTÇÜ İMAM CADDESİ  -  CEVİZLİ PERONLAR,KM21_G_D0,HİLAL KONUTLARI - KARTAL METRO / CEVİZLİ,KM21,0,AKTİF,1711955.9999999998,SÜTÇÜ İMAM CADDESİ,CEVİZLİ PERONLAR,GİDİŞ,621,248509.0,HAYIR,0,40.9131576234846,29.235672383356675
3932,SÜTÇÜ İMAM CADDESİ  -  CEVİZLİ PERONLAR,KM21_G_D1317,HİLAL KONUTLARI - KARTAL METRO / CEVİZLİ,KM21,1317,AKTİF,1682613.0,SÜTÇÜ İMAM CADDESİ,CEVİZLİ PERONLAR,GİDİŞ,621,24425.0,HAYIR,0,40.91332081796412,29.235099514023663
3934,CEVİZLİ PERONLAR - PENDİK MESLEKİ VE TEKNİK ANADOLU LİSESİ,KM23_D_D1575,KAVAKPINAR / MARMARA HST. - KARTAL METRO / CEVİZLİ,KM23,1575,AKTİF,2171157.0,PENDİK MESLEKİ VE TEKNİK ANADOLU LİSESİ,CEVİZLİ PERONLAR,DÖNÜŞ,618,315168.99999999994,HAYIR,0,40.89639377933619,29.2360351104445
3935,CEVİZLİ PERONLAR - PENDİK MESLEKİ VE TEKNİK ANADOLU LİSESİ,KM23_D_D1812,KAVAKPINAR / MARMARA HST. - KARTAL METRO / CEVİZLİ,KM23,1812,AKTİF,2181703.0,PENDİK MESLEKİ VE TEKNİK ANADOLU LİSESİ,CEVİZLİ PERONLAR,DÖNÜŞ,618,3167.0,HAYIR,0,40.89626283249056,29.236285821242934
3983,OKAN ÜNİVERSİTESİ - PENDİK KÖPRÜSÜ,KM28_G_D1660,OKAN ÜNİVERSİTESİ - KURTKÖY  METRO,KM28,1660,AKTİF,2895681.0,OKAN ÜNİVERSİTESİ,KURTKÖY MAHALLESİ METRO,GİDİŞ,600,420339.00000000006,HAYIR,0,40.92564080061586,29.325711590492748
3984,GÖÇBEYLİ MERKEZ CAMİİ - SANCAK KÖPRÜSÜ,KM28_G_D1727,OKAN ÜNİVERSİTESİ - KURTKÖY  METRO,KM28,1727,AKTİF,3806537.0,OKAN ÜNİVERSİTESİ,KURTKÖY MAHALLESİ METRO,GİDİŞ,600,552561.0,HAYIR,0,40.93141234006956,29.343216330546888
3986,ESKİ ANKARA CADDESİ - SANCAK KÖPRÜSÜ,KM28_G_D1765,OKAN ÜNİVERSİTESİ - KURTKÖY  METRO,KM28,1765,AKTİF,2619305.0,OKAN ÜNİVERSİTESİ,KURTKÖY MAHALLESİ METRO,GİDİŞ,600,38022.0,HAYIR,0,40.91943937330446,29.307520256349072
3987,CEVİZLİ PERONLAR - SULTANBEYLİ PERONLAR,KM29_D_D0,YENİŞEHİR/MARMARA Ü. HAST. - KARTAL METRO/CEVİZLİ,KM29,0,AKTİF,2498477.0,SULTANBEYLİ PERONLAR,CEVİZLİ PERONLAR,DÖNÜŞ,971,362683.00000000006,HAYIR,0,40.90921649470383,29.24899394893464
3988,CEVİZLİ PERONLAR - SULTANBEYLİ PERONLAR,KM29_D_D1838,YENİŞEHİR/MARMARA Ü. HAST. - KARTAL METRO/CEVİZLİ,KM29,1838,AKTİF,2892807.9999999995,SULTANBEYLİ PERONLAR,CEVİZLİ PERONLAR,DÖNÜŞ,971,419927.00000000006,HAYIR,0,40.91291017572691,29.259453426470063
3989,SULTANBEYLİ PERONLAR - CEVİZLİ PERONLAR,KM29_G_D0,YENİŞEHİR/MARMARA Ü. HAST. - KARTAL METRO/CEVİZLİ,KM29,0,AKTİF,2272053.0,SULTANBEYLİ PERONLAR,CEVİZLİ PERONLAR,GİDİŞ,971,329814.0,HAYIR,0,40.909784256775,29.253880905288405
3991,PENDİK - UĞUR MUMCU,KM3_D_D0,UĞURMUMCU-YAKACIK METRO/ PENDİK,KM3,0,AKTİF,1454131.9999999998,UĞUR MUMCU,PENDİK,DÖNÜŞ,1430,211084.0,HAYIR,0,40.90656458134136,29.22402957700997
3992,UĞUR MUMCU - PENDİK,KM3_G_D0,UĞURMUMCU-YAKACIK METRO/ PENDİK,KM3,0,AKTİF,146306.0,UĞUR MUMCU,PENDİK,GİDİŞ,1430,21238.0,HAYIR,0,40.90531101220351,29.22403134338257
3993,GÜLSUYU METRO 2 - KARTAL,KM30_D_D0,KARTAL / ATALAR - ESENKENT METRO,KM30,0,AKTİF,865836.0,KARTAL,EMEK,DÖNÜŞ,613,125683.0,HAYIR,0,40.90583032406002,29.17249677064984
3997,KARTAL METRO - UĞUR MUMCU,KM31_D_D1428,UĞURMUMCU - KARTAL,KM31,1428,AKTİF,907608.0,UĞUR MUMCU,KARTAL,DÖNÜŞ,617,131748.0,HAYIR,0,40.92423248259238,29.213721987887965
3998,UĞUR MUMCU - KARTAL,KM31_G_D6273,UĞURMUMCU - KARTAL,KM31,6273,AKTİF,1263913.0,UĞUR MUMCU,KARTAL,GİDİŞ,617,183472.0,HAYIR,0,40.9165950911628,29.20954917838785
4001,KARTAL - KURFALI MAHALLESİ,KM32_D_D1633,KURFALI - KARTAL METRO / KARTAL,KM32,1633,AKTİF,84145.0,KURFALI MAHALLESİ,KARTAL,DÖNÜŞ,970,121276.0,HAYIR,0,40.90137238985402,29.212590299409943
4002,CEVİZLİ İSTASYON - KURFALI MAHALLESİ,KM32_D_D1764,KURFALI - KARTAL METRO / KARTAL,KM32,1764,AKTİF,1354652.0000000002,KURFALI MAHALLESİ,KARTAL,DÖNÜŞ,970,196645.0,HAYIR,0,40.91209090836721,29.1919527455647
4003,KURFALI MAHALLESİ  -  KARTAL,KM32_G_D0,KURFALI - KARTAL METRO / KARTAL,KM32,0,AKTİF,935228.0,KURFALI MAHALLESİ,KARTAL,GİDİŞ,970,135761.0,HAYIR,0,40.90333557983725,29.213957399085796
4004,KURFALI MAHALLESİ - KARTAL,KM32_G_D1608,KURFALI - KARTAL METRO / KARTAL,KM32,1608,AKTİF,904235.0,KURFALI MAHALLESİ,KARTAL,GİDİŞ,970,131261.0,HAYIR,0,40.90305201000233,29.21393064961949
4006,GÜLSUYU METRO 2  -  PENDİK YHT İSTASYONU,KM33_D_D1609,PENDİK SAHİL/ YHT - ESENKENT METRO,KM33,1609,AKTİF,1435285.0,PENDİK,GÜLSUYU METRO 2,DÖNÜŞ,972,208351.0,HAYIR,0,40.90055613158427,29.195155184489987
4008,PENDİK - GÜLSUYU METRO 2,KM33_G_D0,PENDİK SAHİL/ YHT - ESENKENT METRO,KM33,0,AKTİF,1542097.0,PENDİK,GÜLSUYU METRO 2,GİDİŞ,972,223854.0,HAYIR,0,40.89543232205104,29.20280610598232
4012,MEHMET AKİF - MESLEK YÜKSEKOKULU,KM40_D_D0,MARMARA EĞİTİM KÖYÜ - METRO / MALTEPE,KM40,0,AKTİF,1400131.0,MESLEK YÜKSEKOKULU,MEHMET AKİF,DÖNÜŞ,612,200936.0,HAYIR,0,40.94979059837587,29.162297289960662
4022,MESLEK YÜKSEKOKULU  - MEHMET AKİF,KM40_G_D0,MARMARA EĞİTİM KÖYÜ - METRO / MALTEPE,KM40,0,AKTİF,1448627.9999999998,MESLEK YÜKSEKOKULU,MEHMET AKİF,GİDİŞ,612,208585.0,HAYIR,0,40.95184166810567,29.16753586936157
4034,ÜSTBOSTANCI - NÖROLOJİK BİLİMLER,KM41_D_D1550,MARMARA ÜNİVERSİTESİ-KÜÇÜKYALI METRO-BAŞIBÜYÜK SAĞLIK KAMPÜSÜ,KM41,1550,AKTİF,803969.0,"MARMARA ÜNİVERSİTESİ ATATÜRK EĞİTİM FAKÜLTESİ, İKTİSAT VE İŞLETME","MARMARA ÜNİVERSİTESİ ATATÜRK EĞİTİM FAKÜLTESİ, İKTİSAT VE İŞLETME",DÖNÜŞ,884,116705.0,HAYIR,0,40.950111728835125,29.122351402724544
4035,"MARMARA ÜNİVERSİTESİ ATATÜRK EĞİTİM FAKÜLTESİ, İKTİSAT VE İŞLETME FAKÜLTESİ - MARMARA ÜNİVERSİTESİ ATATÜRK EĞİTİM FAKÜLTESİ, İKTİSAT VE",KM41_G_D0,MARMARA ÜNİVERSİTESİ-KÜÇÜKYALI METRO-BAŞIBÜYÜK SAĞLIK KAMPÜSÜ,KM41,0,AKTİF,1202733.0,"MARMARA ÜNİVERSİTESİ ATATÜRK EĞİTİM FAKÜLTESİ, İKTİSAT VE İŞLETME","MARMARA ÜNİVERSİTESİ ATATÜRK EĞİTİM FAKÜLTESİ, İKTİSAT VE İŞLETME",GİDİŞ,884,174595.0,EVET,230161,40.950113643933584,29.132890169703103
4037,NÖROLOJİK BİLİMLER-ÜSTBOSTANCI,KM41_G_D1738,MARMARA ÜNİVERSİTESİ-KÜÇÜKYALI METRO-BAŞIBÜYÜK SAĞLIK KAMPÜSÜ,KM41,1738,AKTİF,845703.0,"MARMARA ÜNİVERSİTESİ ATATÜRK EĞİTİM FAKÜLTESİ, İKTİSAT VE İŞLETME","MARMARA ÜNİVERSİTESİ ATATÜRK EĞİTİM FAKÜLTESİ, İKTİSAT VE İŞLETME",GİDİŞ,884,122763.0,HAYIR,0,40.94944559649072,29.123055179371185
3936,PENDİK MESLEKİ VE TEKNİK ANADOLU LİSESİ  -  CEVİZLİ PERONLAR,KM23_G_D0,KAVAKPINAR / MARMARA HST. - KARTAL METRO / CEVİZLİ,KM23,0,AKTİF,1734142.0,PENDİK MESLEKİ VE TEKNİK ANADOLU LİSESİ,CEVİZLİ PERONLAR,GİDİŞ,618,248536.0,HAYIR,0,40.89511952357418,29.23985409345636
3937,PENDİK MESLEKİ VE TEKNİK ANADOLU LİSESİ  -  CEVİZLİ PERONLAR,KM23_G_D1574,KAVAKPINAR / MARMARA HST. - KARTAL METRO / CEVİZLİ,KM23,1574,AKTİF,1734142.0,PENDİK MESLEKİ VE TEKNİK ANADOLU LİSESİ,CEVİZLİ PERONLAR,GİDİŞ,618,248536.0,HAYIR,0,40.89511952357418,29.23985409345636
3938,PENDİK MESLEKİ VE TEKNİK ANADOLU LİSESİ - CEVİZLİ PERONLAR,KM23_G_D1811,KAVAKPINAR / MARMARA HST. - KARTAL METRO / CEVİZLİ,KM23,1811,AKTİF,1770136.0,PENDİK MESLEKİ VE TEKNİK ANADOLU LİSESİ,CEVİZLİ PERONLAR,GİDİŞ,618,254893.0,HAYIR,0,40.895073760012174,29.23962320123645
3940,CEVİZLİ PERONLAR - PENDİK MESLEKİ VE TEKNİK ANADOLU LİSESİ,KM24_D_D1628,KAVAKPINAR - PENDİK METRO/YHT/PENDİK,KM24,1628,AKTİF,1957671.0,PENDİK MESLEKİ VE TEKNİK ANADOLU LİSESİ,PENDİK,DÖNÜŞ,619,284179.0,HAYIR,0,40.89288389563257,29.23866869445748
3912,PENDİK YHT İSTASYONU  -  DENİZ HARP OKULU,KM13_D_D1519,TUZLA - PENDİK METRO/ YHT / PENDİK,KM13,1519,AKTİF,1692518.0,DENİZ HARP OKULU,PENDİK,DÖNÜŞ,951,242915.0,HAYIR,0,40.84626718068226,29.283898185513017
3943,PENDİK MESLEKİ VE TEKNİK ANADOLU LİSESİ - CEVİZLİ PERONLAR,KM24_G_D1627,KAVAKPINAR - PENDİK METRO/YHT/PENDİK,KM24,1627,AKTİF,1758697.0,PENDİK MESLEKİ VE TEKNİK ANADOLU LİSESİ,PENDİK,GİDİŞ,619,205939.0,HAYIR,0,40.89323641362972,29.23749715148545
3945,CEVİZLİ PERONLAR - SULTANBEYLİ PERONLAR,KM25_D_D0,YENİŞEHİR - KARTAL METRO / CEVİZLİ,KM25,0,AKTİF,262927.0,SULTANBEYLİ PERONLAR,CEVİZLİ PERONLAR,DÖNÜŞ,616,381672.0,HAYIR,0,40.91574097588995,29.25400508706684
3948,SULTANBEYLİ PERONLAR - CEVİZLİ PERONLAR,KM25_G_D0,YENİŞEHİR - KARTAL METRO / CEVİZLİ,KM25,0,AKTİF,246755.0,SULTANBEYLİ PERONLAR,CEVİZLİ PERONLAR,GİDİŞ,616,358194.0,HAYIR,0,40.91655218923195,29.26040186647877
3949,SULTANBEYLİ PERONLAR - CEVİZLİ PERONLAR,KM25_G_D1409,YENİŞEHİR - KARTAL METRO / CEVİZLİ,KM25,1409,AKTİF,246755.0,SULTANBEYLİ PERONLAR,CEVİZLİ PERONLAR,GİDİŞ,616,358194.0,HAYIR,0,40.91655218923195,29.26040186647877
3950,PENDİK - SULTANBEYLİ PERONLAR,KM26_D_D0,ÇAMLIK MAHALLESİ - PENDİK METRO/ YHT / PENDİK,KM26,0,AKTİF,1816953.0,SULTANBEYLİ PERONLAR,PENDİK,DÖNÜŞ,840,261548.0,HAYIR,0,40.906084191928,29.25752775232657
3951,KARTAL METRO - SULTANBEYLİ PERONLAR,KM26_D_D1539,ÇAMLIK MAHALLESİ - PENDİK METRO/ YHT / PENDİK,KM26,1539,AKTİF,1777186.0,SULTANBEYLİ PERONLAR,PENDİK,DÖNÜŞ,840,255774.0,HAYIR,0,40.91160834556455,29.254929493500747
3952,PENDİK - SULTANBEYLİ PERONLAR,KM26_D_D1671,ÇAMLIK MAHALLESİ - PENDİK METRO/ YHT / PENDİK,KM26,1671,AKTİF,1816153.0,SULTANBEYLİ PERONLAR,PENDİK,DÖNÜŞ,840,261432.0,HAYIR,0,40.90607809048803,29.257526479752347
3953,PENDİK - BATTALGAZİ MAHALLESİ,KM26_D_D1798,ÇAMLIK MAHALLESİ - PENDİK METRO/ YHT / PENDİK,KM26,1798,AKTİF,2738828.0,SULTANBEYLİ PERONLAR,PENDİK,DÖNÜŞ,840,393584.0,HAYIR,0,40.92598473372728,29.267139900159343
