ID,ADI,DURAK_KODU,DURUMU,DURAK_TIPI,YON_BILGIS,SON_GUNCEL,YAPILIS_TA,ILCEID,MAHALLEID,VERSIYON,CEP_VAR,latitude,longitude
392,MERCAN YUVASI,225972,1,İETTBAYRAK,SON DURAK,13.07.2020 00:00:00,02.01.2016 00:00:00,2015,40719,"2,02007E+14",0.0,40.8183030005252,29.2763499999941
393,DENİZ HARP OKULU,225981,1,CCMODERN,TUZLA,01.06.2020 00:00:00,02.01.2016 00:00:00,2015,40719,"2,02006E+14",1.0,40.8140130005245,29.266183999994
394,ŞEKER SOKAK,227161,1,AÇIK DURAK,TEPEÖREN,17.11.2021 00:00:00,02.01.2016 00:00:00,2015,40720,"2,02111E+14",0.0,40.8837970005355,29.3429089999946
398,EGEMENLİK CADDESİ,228381,1,AÇIK DURAK,KADIKÖY,23.09.2021 00:00:00,02.01.2016 00:00:00,2015,40722,"2,02109E+14",0.0,40.8281299991206,29.3517150000085
402,İNÖNÜ CADDESİ,228401,1,IETTCAMLI,PENDİK  133Ş,01.01.1976 00:00:00,02.01.2016 00:00:00,2015,40722,"2,01806E+14",2.0,40.8285630005268,29.3586189999948
404,EMİROĞLU CADDESİ,228411,1,İETTBAYRAK,KARTAL 133Ş,01.01.1976 00:00:00,02.01.2016 00:00:00,2015,40722,"2,01805E+14",1.0,40.8310310005272,29.3613329999948
411,MUHTARLIK,228452,1,AÇIK DURAK,ŞİFA  133Ş,06.05.2022 00:00:00,02.01.2016 00:00:00,2015,40721,"2,02205E+14",0.0,40.8394929947744,29.3592879849548
415,İSKİ TESİSLERİ,228651,1,İETTBAYRAK,KAFKALE,23.07.2019 00:00:00,02.01.2016 00:00:00,2015,40719,"2,01907E+14",0.0,40.8272520005255,29.2923689999942
416,İSKİ TESİSLERİ,228652,1,İETTBAYRAK,ŞEKERPINAR,01.01.1976 00:00:00,02.01.2016 00:00:00,2015,40719,"2,01805E+14",2.0,40.8272620005266,29.2921199999942
423,ORHANLI İTFAİYESİ,229021,1,İETTBAYRAK,TEPEÖREN,01.01.1976 00:00:00,02.01.2016 00:00:00,2015,99254,"2,01805E+14",2.0,40.886301000536,29.3520749999947
424,ORHANLI İTFAİYESİ,229022,1,IETTCAMLI,KARTAL,10.03.2021 00:00:00,02.01.2016 00:00:00,2015,40732,"2,02103E+14",0.0,40.8864070005359,29.3518119999947
428,ANTENTEPE,229062,1,AÇIK DURAK,TUZLA,01.01.1976 00:00:00,02.01.2016 00:00:00,2015,40726,"2,01805E+14",0.0,40.9146790005404,29.399132999995
430,KİRAZTEPE,229072,1,IETTCAMLI,TUZLA,03.12.2021 00:00:00,02.01.2016 00:00:00,2015,40726,"2,02112E+14",0.0,40.9124880005401,29.397395999995
433,YUNUS EMRE,229131,1,İETTBAYRAK,TUZLA,21.04.2021 00:00:00,02.01.2016 00:00:00,2015,40726,"2,02104E+14",0.0,40.9187399991186,29.391281000008
434,YUNUS EMRE,229132,1,İETTBAYRAK,GÖZÇBEYLİ,21.04.2021 00:00:00,02.01.2016 00:00:00,2015,40726,"2,02104E+14",0.0,40.9187029991186,29.391470000008
440,KORU EVLERİ,229162,1,AÇIK DURAK,KARTAL,01.01.1976 00:00:00,02.01.2016 00:00:00,2015,40726,"2,01805E+14",0.0,40.9396460005443,29.3882209999949
1222,KAYNARCA,228152,1,İSTON GENİŞ,PENDİK,11.10.2021 00:00:00,02.01.2016 00:00:00,1835,40629,"2,0211E+14",1.0,40.8768309591195,29.2632839100095
244,TUNA CADDESİ,209591,1,AÇIK DURAK,KARTAL,24.12.2019 00:00:00,02.01.2016 00:00:00,2059,50318,"2,01912E+14",0.0,40.8615999991198,29.3714000000082
280,MEHMETÇİK VAKFI,211151,1,IETTCAMLI,PENDİK,24.11.2021 00:00:00,02.01.2016 00:00:00,2015,40731,"2,02111E+14",0.0,40.9202110005412,29.3486109999946
76,ŞEHİT İLHAN KARTAL ANADOLU LİSESİ,205511,1,AÇIK DURAK,KARTAL,30.04.2020 00:00:00,02.01.2016 00:00:00,2059,50318,"2,02004E+14",0.0,40.8595821843159,29.3705699699563
125,GALATASARAYLILAR SİTESİ,207621,1,İSTON GENİŞ,DNZ.HARP OKULU,25.10.2022 00:00:00,02.01.2016 00:00:00,2015,40723,"2,0221E+14",0.0,40.8235319991206,29.3166050000089
331,AKDENİZ SOKAK,212862,1,İETTBAYRAK,AYDINLI,01.01.1976 00:00:00,02.01.2016 00:00:00,2015,40726,"2,01808E+14",2.0,40.8985060005379,29.396147999995
293134,GÖZTEPE,220612,1,CCMODERN,ÜSKÜDAR 15M,01.01.1976 00:00:00,02.01.2016 00:00:00,1185,40246,"2,01807E+14",2.0,41.0813630005669,29.080524999991
292997,ÇUBUKLU,219492,1,WALLMODERN,ÜSKÜDAR,01.01.1976 00:00:00,02.01.2016 00:00:00,1185,40241,"2,01807E+14",1.0,41.106833000571,29.0835779999909
292959,KAVACIK SAPAĞI,218871,1,CCMODERN,ANADOLU HİSARI,01.01.1976 00:00:00,02.01.2016 00:00:00,1185,40247,"2,01807E+14",1.0,41.088525000568,29.0905359999911
508825,BAŞAKPAZAR,123932,1,İSTON GENİŞ,BAŞAKŞEHİR 4. ETAP,15.02.2022 00:00:00,02.01.2016 00:00:00,2050,40357,"2,02202E+14",0.0,41.1113960005714,28.8100799999829
509266,ORTADAĞ,214552,1,İETTBAYRAK,SARIGAZİ,01.01.1976 00:00:00,02.01.2016 00:00:00,2054,40576,"2,01806E+14",2.0,40.9545840005467,29.2146629999931
508923,BOĞAZKÖY  ORTAOKULU,127481,1,İETTBAYRAK,ESENKENT-BOĞAZKÖY,23.11.2020 00:00:00,02.01.2016 00:00:00,2050,40872,"2,02011E+14",0.0,41.0805070005661,28.6617219999733
509583,CİHANGİR MAHALLESİ,127911,1,İETTBAYRAK,AVCILAR,01.01.1976 00:00:00,02.01.2016 00:00:00,2003,40148,"2,01807E+14",2.0,40.9906130005519,28.7133009999778
509584,CİHANGİR MAHALLESİ,127912,1,İETTBAYRAK,B.ÇEKMECE,01.01.1976 00:00:00,02.01.2016 00:00:00,2003,40149,"2,01809E+14",2.0,40.9909100005519,28.7138379999778
509586,PARK,128371,1,İSTON DAR_İBB,CİHANGİR MAHALLESİ,15.03.2021 00:00:00,02.01.2016 00:00:00,2003,40145,"2,02103E+14",0.0,40.9794870005498,28.7202839999778
509587,BALIKLIYOLU CADDESİ,128451,1,İETTBAYRAK,YENİBOSNA METRO,26.11.2024 00:00:00,02.01.2016 00:00:00,2003,40153,"2,02411E+14",0.0,41.0313240005583,28.7015849999767
509590,TURGUT ÖZAL MAHALLESİ,130411,1,İETTBAYRAK,AVCILAR,01.01.1976 00:00:00,26.02.2016 15:42:13,2053,40858,"2,01807E+14",2.0,41.0095280005548,28.7015659999768
509591,TURGUT ÖZAL MAHALLESİ,130412,1,IETTCAMLI,AVCILAR-ESENYURT,08.03.2021 00:00:00,02.01.2016 00:00:00,2003,40152,"2,02103E+14",0.0,41.0101140005549,28.7012889999768
509593,HASTANE,130672,1,İETTBAYRAK,AVCILAR-ESENYURT,16.01.2019 00:00:00,02.01.2016 00:00:00,2003,40152,"2,01901E+14",0.0,41.0063590005539,28.7058279999766
509594,MUSTAFA KEMALPAŞA MAHALLESİ,130682,1,IETTCAMLI,AVCILAR-ESENYURT,25.10.2022 00:00:00,02.01.2016 00:00:00,2003,40152,"2,0221E+14",0.0,41.0049800005541,28.7074369999773
509596,ÜNİVERSİTE MAHALLESİ,130692,1,İSTON DAR,AVCILAR-ESENYURT,15.11.2021 00:00:00,02.01.2016 00:00:00,2003,40152,"2,02111E+14",0.0,40.9997420005533,28.7131359999777
509598,AVCILAR İGDAŞ,130702,1,İETTBAYRAK,AVCILAR-ESENYURT,01.01.1976 00:00:00,02.01.2016 00:00:00,2003,40152,"2,01807E+14",2.0,40.997766000553,28.7139569999778
509600,ORHANGAZİ CADDESİ,130712,1,IETTCAMLI,AVCILAR-ESENYURT,26.08.2022 00:00:00,02.01.2016 00:00:00,2003,40152,"2,02208E+14",0.0,41.0031210005538,28.7097179999775
509601,BORUSAN OTOMOTİV,130721,1,İETTBAYRAK,ESENYURT-AVCILAR,01.01.1976 00:00:00,02.01.2016 00:00:00,2003,40149,"2,01807E+14",2.0,40.9940870005524,28.7161099999779
293620,SALİHPAŞA,112962,1,IETTCAMLI,SARIYER,14.03.2022 00:00:00,02.01.2016 00:00:00,1604,191777,"2,02203E+14",0.0,41.2225389991121,29.0169000000117
293621,USKUMRUKÖY,112971,1,IETTCAMLI,KISIRKAYA,01.03.2022 00:00:00,02.01.2016 00:00:00,1604,191777,"2,02203E+14",0.0,41.220189972525,29.0226449992847
293625,TOPÇULAR,112991,1,İSTON GENİŞ,KISIRKAYA,21.10.2021 00:00:00,02.01.2016 00:00:00,1604,191777,"2,0211E+14",0.0,41.2210469729215,29.0280819512495
291086,GÜRPINAR,127001,1,CCMODERN,SİTELER-B.DÜZÜ,01.01.1976 00:00:00,02.01.2016 00:00:00,2051,40870,"2,01807E+14",2.0,40.9905620005515,28.6150769999693
579576,CİBALİ-KADİR HAS ÜNİVERSİTESİ,108272,1,İSTON GENİŞ,EYÜP,24.01.2022 00:00:00,02.01.2016 00:00:00,1327,99143,"2,02201E+14",1.0,41.0243130005576,28.9601009999886
579578,BALİPAŞA,108582,1,İETTBAYRAK,AKSARAY,01.01.1976 00:00:00,02.01.2016 00:00:00,1327,99137,"2,01807E+14",2.0,41.0186130005567,28.9452189999882
579579,İNEBEY,108881,1,CCMODERNDR,AKSARAY,01.01.1976 00:00:00,02.01.2016 00:00:00,1327,99127,"2,01803E+14",2.0,41.0088629810843,28.9502349969637
579580,İNEBEY,108882,1,CCMODERNDR,YEDİKULE,01.01.1976 00:00:00,02.01.2016 00:00:00,1327,99127,"2,01807E+14",2.0,41.0086370005551,28.9500809999884
579583,KIZILELMA CADDESİ,109101,1,İETTBAYRAK,FINDIKZADE,01.01.1976 00:00:00,02.01.2016 00:00:00,1327,99129,"2,01807E+14",2.0,41.0075410005549,28.936868999988
579584,FATİH TİCARET LİSESİ,109161,1,AÇIK DURAK,TOPKAPI,01.01.1976 00:00:00,02.01.2016 00:00:00,1327,99135,"2,01803E+14",0.0,41.0206129726702,28.9318179540307
579588,YENİKAPI MARMARAY,110231,1,AÇIK DURAK,SONDURAK Y1,01.01.1976 00:00:00,02.01.2016 00:00:00,1327,99127,"2,01809E+14",0.0,41.0060570005547,28.9532379999885
579591,BORSA İSTANBUL ZEYTİNBURNU ANADOLU LİSESİ,110641,1,CCMODERNDR,EDİRNEKAPI,06.04.2020 00:00:00,02.01.2016 00:00:00,1327,99130,"2,02004E+14",0.0,40.9935820005527,28.9203689999876
579592,GENÇOSMAN,133721,1,CCMODERN,AKSARAY,01.01.1976 00:00:00,02.01.2016 00:00:00,1327,40390,"2,01807E+14",1.0,40.9996910005536,28.9313439999879
579593,GENÇOSMAN,133724,1,İETTBAYRAK,YEDİKULE,25.05.2021 00:00:00,02.01.2016 00:00:00,1327,40390,"2,02105E+14",0.0,41.0001335991168,28.9318028000114
579598,EMİNÖNÜ KANTARCILAR,301051,1,CCMODERN,SON DURAK(399),01.01.1976 00:00:00,02.01.2016 00:00:00,1327,40332,"2,01807E+14",1.0,41.0185790005567,28.9663769999888
579600,VEZNECİLER,301071,1,CCMODERN,SON DURAK,01.01.1976 00:00:00,02.01.2016 00:00:00,1327,40319,"2,01807E+14",1.0,41.0114990005556,28.9607419999886
579603,YENİKAPI MARMARAY,301101,1,CCMODERN,AKSARAY,01.01.1976 00:00:00,02.01.2016 00:00:00,1327,40320,"2,01807E+14",2.0,41.0051010005545,28.9537339999885
579605,EMİNÖNÜ,302031,1,WALLMODERN,SAHİL (11),16.05.2023 00:00:00,02.01.2016 00:00:00,1327,40330,"2,02305E+14",1.0,41.0202439991164,28.9649970000115
579608,VEZNECİLER,302071,1,CCMODERNDR,SON DURAK,01.01.1976 00:00:00,02.01.2016 00:00:00,1327,40319,"2,01803E+14",2.0,41.0114749712215,28.961100959763
579609,EDİRNEKAPI,302081,1,CCMODERN,DEMİRKAPI,01.01.1976 00:00:00,02.01.2016 00:00:00,1327,40422,"2,01807E+14",2.0,41.0305200005586,28.9368569999879
579612,AKSARAY PERON,302181,1,WALLMODERN,SON DURAK 89-89B-145,01.01.1976 00:00:00,02.01.2016 00:00:00,1327,99136,"2,01807E+14",1.0,41.0110830005555,28.9482179999883
579615,VEZNECİLER,304071,1,İETTBAYRAK,SONDURAK(86V),20.05.2020 00:00:00,01.01.1976 00:00:00,1327,40319,"2,02005E+14",0.0,41.0118770331685,28.9601950258831
579616,EMİNÖNÜ,304031,1,WALLMODERN,SON DURAK (94),16.05.2023 00:00:00,02.01.2016 00:00:00,1327,40330,"2,02305E+14",1.0,41.0199029991164,28.9656320000115
579620,EMİNÖNÜ,308031,1,WALLMODERN,SAHİL (5),16.05.2023 00:00:00,02.01.2016 00:00:00,1327,40330,"2,02305E+14",1.0,41.0197949991164,28.9657880000115
802124,BÜYÜKÇEKMECE DEVLET HASTANESİ,103721,1,AÇIK DURAK,SON DURAK,01.01.1976 00:00:00,02.01.2016 00:00:00,1782,40868,"2,01804E+14",0.0,40.9960040084326,28.6065420467391
802274,24.CADDE,180641,1,İETTBAYRAK,AYMAKOP,19.12.2018 00:00:00,01.01.1976 00:00:00,2050,139666,"2,01812E+14",0.0,41.0700450273023,28.8086560081654
802299,24.CADDE,180651,1,İETTBAYRAK,İSTOÇ,30.03.2020 00:00:00,01.01.1976 00:00:00,2050,139666,"2,02003E+14",0.0,41.0697840339286,28.8086299998838
802330,TOKİ AYAZMA İMAM HATİP ORTAOKULU,132251,1,İETTBAYRAK,AYMAKOOP.,30.03.2020 00:00:00,02.01.2016 00:00:00,2050,40585,"2,02003E+14",0.0,41.0779939775725,28.786175977383
802458,FIRAT SOKAK,102411,1,AÇIK DURAK,İ.KOCARSLAN İ.Ö.O,11.10.2024 00:00:00,02.01.2016 00:00:00,2050,40584,"2,0241E+14",0.0,41.0673860005642,28.736365999979
802641,TETAŞ,177881,1,İETTBAYRAK,AKÇABURGAZ,01.01.1976 00:00:00,01.01.1976 00:00:00,2053,40880,"2,01807E+14",2.0,41.0654109785195,28.6221110164326
803209,SEFA KÖPRÜSÜ,-358,1,DİĞER,ALİBEYKÖY,01.01.1976 00:00:00,01.01.1976 00:00:00,1325,40378,"2,01807E+14",2.0,41.06767899696,28.9205650192958
803309,KOCATEPE METRO,-359,1,CCMODERN,SONDURAK,01.01.1976 00:00:00,01.01.1976 00:00:00,1886,40212,"2,01804E+14",1.0,41.0490250024506,28.8965330419266
803756,ÇAKIROĞLU,115181,1,AÇIK DURAK,AYAZAĞA KÖYÜ,01.01.1976 00:00:00,02.01.2016 00:00:00,1604,40700,"2,01804E+14",0.0,41.1088629888919,28.9970100084085
580263,TAŞKÖPRÜ,215411,1,AÇIK DURAK,BİRLİK MH.9-14B-BK,01.01.1976 00:00:00,02.01.2016 00:00:00,1852,98700,"2,01803E+14",0.0,41.0282429726714,29.1573140409202
579076,42 EVLER,123822,1,AÇIK DURAK,GİYİMKENT,17.03.2021 00:00:00,02.01.2016 00:00:00,2004,40176,"2,02103E+14",0.0,41.0720039991152,28.8581280000108
579253,VEYSEL KARANİ CADDESİ,165111,1,AÇIK DURAK,BAĞCILAR,01.01.1976 00:00:00,01.04.2016 14:56:43,2004,40176,"2,01803E+14",0.0,41.0635730301376,28.8497740219072
580298,ARMAĞANEVLER SİTELER,215851,1,AÇIK DURAK,YENİŞEHİR 13B,01.01.1976 00:00:00,02.01.2016 00:00:00,1852,98686,"2,01803E+14",0.0,41.007592044732,29.1064019872267
580106,NECİP FAZIL KISAKÜREK,202922,1,AÇIK DURAK,KADIKÖY,01.01.1976 00:00:00,02.01.2016 00:00:00,1852,40742,"2,01807E+14",0.0,41.0166110005566,29.1649199999924
580340,DOĞANEVLER CADDESİ,216932,1,AÇIK DURAK,İMES,01.01.1976 00:00:00,02.01.2016 00:00:00,1852,98706,"2,01803E+14",0.0,41.0132259995105,29.1374240058257
579211,HZ.EBUBEKİR CAMİİ,131503,1,İSTON GENİŞ,ESENLER,08.04.2021 00:00:00,02.01.2016 00:00:00,2004,40162,"2,02104E+14",0.0,41.0352790005592,28.8681899999857
579214,BESTE SOKAK,131692,1,AÇIK DURAK,ATEŞTUĞLA,01.01.1976 00:00:00,02.01.2016 00:00:00,2004,40166,"2,01803E+14",0.0,41.0369179708469,28.8373479868796
323,AYDINLI İLKOKULU,212311,1,İETTBAYRAK,KARTAL,21.04.2020 00:00:00,02.01.2016 00:00:00,2015,40720,"2,02004E+14",0.0,40.8784810005346,29.3211069999944
226,ERHAN SOKAK,260451,1,İETTBAYRAK,KARTAL,01.01.1976 00:00:00,21.11.2016 10:09:52,2059,50318,"2,01801E+14",2.0,40.8544741132798,29.3661935396215
265,TAHAFFUZHANE CADDESİ,210521,1,İETTBAYRAK,E-5 133T,29.03.2023 00:00:00,02.01.2016 00:00:00,2015,40719,"2,02303E+14",0.0,40.8181369991207,29.2983300000091
305,PİYADE OKULU,212042,1,IETTCAMLI,GEBZE,27.10.2022 00:00:00,02.01.2016 00:00:00,2015,40723,"2,0221E+14",0.0,40.8276710005267,29.3282349999946
16,ORHANLI MERKEZ,207951,1,DİĞER,TEPEÖREN,21.07.2020 00:00:00,02.01.2016 00:00:00,2015,40728,"2,02007E+14",0.0,40.8961619991191,29.3571380000084
52,TELEFON SANTRALİ,209061,1,CCMODERNDR,PENDİK,21.04.2020 00:00:00,02.01.2016 00:00:00,2015,40720,"2,02004E+14",0.0,40.8694820005333,29.3220969999944
142,TUZLA İSTASYONU,207781,1,İETTBAYRAK,DNZ.HARP OKULU,01.01.1976 00:00:00,02.01.2016 00:00:00,2015,40723,"2,01805E+14",2.0,40.8292940005269,29.3216989999945
163,PEYAMİ SAFA İLKOKULU,207811,1,AÇIK DURAK,TEPEÖREN  133D,21.04.2020 00:00:00,02.01.2016 00:00:00,2015,40716,"2,02004E+14",0.0,40.8505310005302,29.3082919999943
388,CENGAVER SOKAK,225952,1,İETTÜÇGEN,SON DURAK,01.01.1976 00:00:00,02.01.2016 00:00:00,2015,40719,"2,01805E+14",1.0,40.8180250005252,29.2833649999941
407,NARİN SOKAK,228422,1,AÇIK DURAK,ŞİFA  133Ş,01.01.1976 00:00:00,02.01.2016 00:00:00,2015,40721,"2,01803E+14",0.0,40.8377049763016,29.3602720126358
363,İÇMELER KÖPRÜSÜ,225842,1,İETTBAYRAK,KADIKÖY  500T,01.01.1976 00:00:00,02.01.2016 00:00:00,2015,40717,"2,01805E+14",1.0,40.8497120005301,29.2982159999942
573,SANAYİ CADDESİ,260532,1,OVAL KIRMIZI,GEBZE İSTASYONU,01.01.1976 00:00:00,29.11.2016 11:15:26,2060,50335,"2,01801E+14",2.0,40.7880740234735,29.3811649950094
443,İSTANBUL PARK,229181,1,AÇIK DURAK,GÖÇBEYLİ,01.01.1976 00:00:00,02.01.2016 00:00:00,2015,40725,"2,01803E+14",0.0,40.9503329972758,29.406772999018
445,JANDARMA KARAKOLU,229191,1,AÇIK DURAK,GÖÇBEYLİ,01.01.1976 00:00:00,02.01.2016 00:00:00,2015,40725,"2,01803E+14",0.0,40.9544050448053,29.4177939623434
446,JANDARMA KARAKOLU,229192,1,AÇIK DURAK,KARTAL,01.01.1976 00:00:00,02.01.2016 00:00:00,2015,40725,"2,01803E+14",0.0,40.9546090176428,29.4177360287048
449,ATATÜRK CADDESİ,229211,1,İETTBAYRAK,GÖÇBEYLİ,01.01.1976 00:00:00,02.01.2016 00:00:00,1835,191759,"2,01805E+14",2.0,40.9738280005498,29.4593159999955
450,ATATÜRK CADDESİ,229212,1,AÇIK DURAK,KARTAL,01.01.1976 00:00:00,02.01.2016 00:00:00,1835,191759,"2,01805E+14",0.0,40.9738460005499,29.4594269999955
456,BİRLİK ORGANİZE SANAYİ,229242,1,IETTCAMLI,KARTAL,01.01.1976 00:00:00,02.01.2016 00:00:00,2015,40714,"2,01805E+14",1.0,40.8771560005345,29.389202999995
457,6.SOKAK,229251,1,CCMODERN,AKFIRAT EVLERİ,21.04.2020 00:00:00,02.01.2016 00:00:00,2015,40714,"2,02004E+14",1.0,40.8772640235784,29.391061048433
293626,TOPÇULAR,112992,1,İSTON GENİŞ,SARIYER,21.10.2021 00:00:00,02.01.2016 00:00:00,1604,191777,"2,0211E+14",0.0,41.2209530426081,29.0285409763004
293627,ÇAYIRBAŞI,113001,1,WALLMODERN,BAHÇEKÖY,01.01.1976 00:00:00,02.01.2016 00:00:00,1604,40661,"2,01802E+14",2.0,41.1558149985463,29.0348399683754
293629,ÇAYIRBAŞI FİDANLIK,113011,1,CCMODERN,BAHÇEKÖY,18.10.2022 00:00:00,02.01.2016 00:00:00,1604,40661,"2,0221E+14",0.0,41.1556449741158,29.0308190449227
293630,ÇAYIRBAŞI FİDANLIK,113012,1,CCMODERN,ÇAYIRBAŞI,18.10.2022 00:00:00,02.01.2016 00:00:00,1604,40674,"2,0221E+14",1.0,41.1553750005788,29.0317429999899
293633,KOZDERE,113031,1,İSTON GENİŞ,BAHÇEKÖY,18.05.2021 00:00:00,02.01.2016 00:00:00,1604,40667,"2,02105E+14",0.0,41.1590599812424,29.0213750354806
293634,KOZDERE,113032,1,CCMODERN,ÇAYIRBAŞI,01.01.1976 00:00:00,02.01.2016 00:00:00,1604,40674,"2,01802E+14",2.0,41.1589670083665,29.0212759754619
293635,FINDIKSUYU,113041,1,İETTBAYRAK,BAHÇEKÖY,01.01.1976 00:00:00,02.01.2016 00:00:00,1604,40667,"2,01802E+14",2.0,41.1648310175645,29.0109070392434
293638,SULAR,113062,1,OVAL KIRMIZI,YENİKÖY,01.01.1976 00:00:00,02.01.2016 00:00:00,1604,40674,"2,01802E+14",2.0,41.1671600282861,29.0008359978177
293639,KEMER,113071,1,CCMODERNDR,BAHÇEKÖY,01.01.1976 00:00:00,02.01.2016 00:00:00,1604,40682,"2,01802E+14",2.0,41.1709889930596,28.9909289756887
293641,KEMERBURGAZ YOLU,113081,1,İETTBAYRAK,BAHÇEKÖY,02.05.2023 00:00:00,02.01.2016 00:00:00,1604,40682,"2,02305E+14",0.0,41.1733679991132,28.9904630000117
293646,KÖY YOLU,113102,1,CCMODERN,BÜYÜKDERE,01.12.2018 00:00:00,02.01.2016 00:00:00,1604,40684,"2,01812E+14",0.0,41.1777097561701,28.989715658905
293650,ZEKERİYAKÖY KAVŞAĞI,113151,1,İETTBAYRAK,KISIRKAYA,01.01.1976 00:00:00,02.01.2016 00:00:00,1604,191779,"2,01802E+14",2.0,41.1954999764244,29.0315199645887
293653,KEFELİKÖY,113172,1,CCMODERNDR,ÇAYIRBAŞI,10.01.2019 00:00:00,02.01.2016 00:00:00,1604,40659,"2,01901E+14",0.0,41.1533050005783,29.0360659999899
293656,HACIOSMAN,113183,1,CCMODERNDR,MASLAK (29D-29C),24.12.2018 00:00:00,02.01.2016 00:00:00,1604,40678,"2,01812E+14",0.0,41.1405489782681,29.0289950057105
293657,FATİH ORMANI,113191,1,WALLMODERN,LEVENT,01.01.1976 00:00:00,02.01.2016 00:00:00,1604,40704,"2,01802E+14",2.0,41.134471956013,29.0248650358615
293659,DERBENT,113201,1,WALLMODERN,LEVENT,01.01.1976 00:00:00,02.01.2016 00:00:00,1604,40704,"2,01802E+14",2.0,41.1305910400611,29.024221966825
293662,FATİH PARK ORMANI,113212,1,WALLMODERN,ÇAYIRBAŞI,01.01.1976 00:00:00,02.01.2016 00:00:00,1604,40662,"2,01802E+14",2.0,41.1274010150937,29.0239879879719
293664,ATATÜRK OTO SANAYİ,113222,1,CCMODERN,ÇAYIRBAŞI,01.01.1976 00:00:00,02.01.2016 00:00:00,1604,40662,"2,01808E+14",2.0,41.1174120005726,29.0245249999898
293665,SARIYER BELEDİYESİ,113231,1,WALLMODERN,LEVENT,17.02.2021 00:00:00,02.01.2016 00:00:00,1604,40704,"2,02102E+14",0.0,41.1132700005719,29.0246859999898
293669,MASLAK,113252,1,WALLMODERN,LEVENT,01.01.1976 00:00:00,02.01.2016 00:00:00,1604,40704,"2,01802E+14",1.0,41.1085509961235,29.0209720086216
293670,MASLAK,113253,1,WALLMODERN,ÇAYIRBAŞI,01.01.1976 00:00:00,02.01.2016 00:00:00,1604,40672,"2,01802E+14",2.0,41.1102990062927,29.0253509747438
293674,İTÜ REKTÖRLÜĞÜ,113262,1,WALLMODERN,MASLAK,11.09.2024 00:00:00,02.01.2016 00:00:00,1604,40675,"2,02409E+14",1.0,41.1082049870038,29.0210890042676
293675,MASLAK KAVŞAĞI,113271,1,CCMODERN,LEVENT,01.01.1976 00:00:00,02.01.2016 00:00:00,1604,40700,"2,01803E+14",1.0,41.1065039925643,29.013831959068
579216,HALK SARAYI,131722,1,AÇIK DURAK,ATEŞTUĞLA,01.01.1976 00:00:00,02.01.2016 00:00:00,2004,40167,"2,01803E+14",0.0,41.0431579788275,28.8356049649125
579217,İNÖNÜ MAHALLESİ,131741,1,CCMODERN,KİRAZLI-HAZNEDAR,01.01.1976 00:00:00,02.01.2016 00:00:00,2004,40159,"2,01807E+14",2.0,41.0251550005576,28.849065999985
579219,YEL DEĞİRMENİ,131872,1,CCMODERN,AKSARAY,05.03.2020 00:00:00,02.01.2016 00:00:00,2004,40171,"2,02003E+14",0.0,41.0536350005621,28.8336619999842
579221,FÜRUZAN SADIKOĞLU ORTAOKULU,131891,1,AÇIK DURAK,AKSARAY-GÖZTEPE,24.03.2020 00:00:00,02.01.2016 00:00:00,2004,40175,"2,02003E+14",0.0,41.0577619869283,28.8368840376349
579222,FÜRUZAN SADIKOĞLU ORTAOKULU,131892,1,CCMODERN,GÖZTEPE-AKSARAY,24.03.2020 00:00:00,02.01.2016 00:00:00,2004,40175,"2,02003E+14",0.0,41.0577740005628,28.8366709999843
579223,ESENLER CADDESİ,132321,1,İETTBAYRAK,BAĞCILAR-ÜÇYÜZLÜ,01.01.1976 00:00:00,02.01.2016 00:00:00,2004,40162,"2,01807E+14",2.0,41.0333250005589,28.8640049999855
579225,BAŞAK SOKAK,132421,1,İETTBAYRAK,BAKIRKÖY,01.01.1976 00:00:00,02.01.2016 00:00:00,2004,40167,"2,01807E+14",2.0,41.0455600005609,28.8324539999842
579228,OKUL,133541,1,İETTBAYRAK,ZEYTİNBURNU,01.01.1976 00:00:00,02.01.2016 00:00:00,2004,40155,"2,01807E+14",2.0,41.0240820005573,28.8145359999835
579229,ENGELLİLER SARAYI,133591,1,İETTBAYRAK,BAKIRKÖY,02.11.2021 00:00:00,02.01.2016 00:00:00,2004,40157,"2,02111E+14",1.0,41.0306470005584,28.8379929999845
579233,PAPATYA,133902,1,CCMODERNDR,YÜZYIL KÖPRÜSÜ,01.01.1976 00:00:00,02.01.2016 00:00:00,2004,40163,"2,01803E+14",2.0,41.0376280240923,28.8589469726711
579235,TAŞOCAĞI CADDESİ,164871,1,CCMODERN,YENİBOSNA,01.06.2020 00:00:00,21.03.2016 00:00:00,2004,40170,"2,02006E+14",0.0,41.0482143942844,28.8119841476796
579237,ATLAS CADDESİ,164882,1,İETTBAYRAK,BÖLGE İDARE MAHKEMESİ,01.01.1976 00:00:00,21.03.2016 00:00:00,2004,40170,"2,01807E+14",2.0,41.0496970005615,28.8206909999837
579239,HACI BOSTAN,164912,1,AÇIK DURAK,YENİBOSNA,01.01.1976 00:00:00,17.03.2017 10:36:50,2004,40170,"2,01803E+14",0.0,41.0575090019073,28.8134930244624
579248,KIŞLA CADDESİ,165051,1,AÇIK DURAK,EMİNÖNÜ,01.01.1976 00:00:00,01.04.2016 00:00:00,2004,40176,"2,01803E+14",0.0,41.0647120086963,28.8530700167658
